"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation","adam_corr","adam_corr_after_epoch","augmult_num","batch_size","beta_1","beta_2","classifier_model","clipping_only","cosine_lr","data_dir","dataset","debug","delta","dict_path","disable_jit","dp_l2_norm_clip","dp_noise_multiplier","dp_sampling","elu_alpha","ema","epochs","eps","eps_root","eval_every","exp_entity","exp_group","exp_name","exp_proj","gamma_decay","imp_max","imp_min","learning_rate","lr_decay","n_data_workers","negative_slope","normalization","num_classes","optimizer","out_path","priv_accountant","progress_bar","resnet_depth","resnet_width","seed","sgd_momentum","target_eps","tmp_bias","trainer","weight_decay","weight_standardization","best_test_accuracy","dp_epsilon","epoch","epoch_step","loss","step","steps_per_epoch","test_accuracy","test_loss","test_step","update_norm"
"7.0_AdamWBC_wd0.01_lr0.0002_c1.0_e5e-8_trial2","finished","-","","","2025-04-29T21:29:45.000Z","1285","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.01_lr0.0002_c1.0_e5e-8_trial2","cifar_7.0_trials","1","1","0","0.0002","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1025","false","7","0","DPAdamW","0.01","false","0.5840928819444444","6.437034549840683","69","47","1.529573917388916","3359","48","0.5840928819444444","1.55741466416253","3000","0.6670346260070801"
"7.0_AdamW_wd0.001_lr0.0002_c1.0_e5e-8_trial2","finished","-","","","2025-04-29T21:52:04.000Z","1282","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.001_lr0.0002_c1.0_e5e-8_trial2","cifar_7.0_trials","1","1","0","0.0002","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1025","false","7","0","DPAdamW","0.001","false","0.5798611111111112","6.437034549840683","69","47","1.4759162664413452","3359","48","0.5798611111111112","1.572965767648485","3000","0.6677072048187256"
"7.0_AdamW_wd0.01_lr0.001_c1.0_e5e-8_trial5","finished","-","","","2025-04-29T15:29:44.000Z","874","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.01_lr0.001_c1.0_e5e-8_trial5","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1028","false","7","0","DPAdamW","0.01","false","0.5625","6.437034549840683","69","47","2.1484389305114746","3359","48","0.5538194444444444","2.080941239992778","3000","0.6662561297416687"
"7.0_AdamWBC_wd0.01_lr0.001_c1.0_e5e-8_trial2","finished","-","","","2025-04-29T07:26:44.000Z","873","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.01_lr0.001_c1.0_e5e-8_trial2","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1025","false","7","0","DPAdamW","0.01","false","0.5583767361111112","6.437034549840683","69","47","2.2530107498168945","3359","48","0.5518663194444444","2.047139657868279","3000","0.6672526597976685"
"7.0_AdamW_wd0.001_lr0.001_c1.0_e5e-8_trial3","finished","-","","","2025-04-29T12:40:45.000Z","1290","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.001_lr0.001_c1.0_e5e-8_trial3","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1026","false","7","0","DPAdamW","0.001","false","0.5544704861111112","6.437034549840683","69","47","2.1460375785827637","3359","48","0.5516493055555556","2.065068311161465","3000","0.665153980255127"
"7.0_AdamW_wd0.0001_lr0.001_c1.0_e5e-8_trial1","finished","-","","","2025-04-29T05:11:22.000Z","1284","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.0001_lr0.001_c1.0_e5e-8_trial1","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1024","false","7","0","DPAdamW","0.0001","false","0.5509982638888888","6.437034549840683","69","47","2.270372152328491","3359","48","0.5509982638888888","2.0856102440092297","3000","0.6674796938896179"
"7.0_AdamW_wd0.0001_lr0.001_c1.0_e5e-8_trial3","finished","-","","","2025-04-29T12:41:35.000Z","1279","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.0001_lr0.001_c1.0_e5e-8_trial3","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1026","false","7","0","DPAdamW","0.0001","false","0.5654296875","6.437034549840683","69","47","2.0742363929748535","3359","48","0.5506727430555556","2.0843999650743275","3000","0.6671056151390076"
"7.0_AdamWBC_wd0.001_lr0.001_c1.0_e5e-8_trial2","finished","-","","","2025-04-29T08:33:29.000Z","1296","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.001_lr0.001_c1.0_e5e-8_trial2","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1025","false","7","0","DPAdamW","0.001","false","0.5592447916666666","6.437034549840683","69","47","2.075727939605713","3359","48","0.5501302083333334","2.086792866388957","3000","0.667199432849884"
"7.0_AdamW_wd0.001_lr0.001_c1.0_e5e-8_trial4","finished","-","","","2025-04-29T16:26:19.000Z","1293","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.001_lr0.001_c1.0_e5e-8_trial4","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1027","false","7","0","DPAdamW","0.001","false","0.55859375","6.437034549840683","69","47","2.228591203689575","3359","48","0.5500217013888888","2.06599669986301","3000","0.6665287017822266"
"7.0_AdamW_wd0.01_lr0.001_c1.0_e5e-8_trial2","finished","-","","","2025-04-29T07:42:15.000Z","876","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.01_lr0.001_c1.0_e5e-8_trial2","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1025","false","7","0","DPAdamW","0.01","false","0.5628255208333334","6.437034549840683","69","47","2.1655659675598145","3359","48","0.5486111111111112","2.0553631252712674","3000","0.6669749021530151"
"7.0_AdamW_wd0.0001_lr0.001_c1.0_e5e-8_trial4","finished","-","","","2025-04-29T16:25:24.000Z","1290","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.0001_lr0.001_c1.0_e5e-8_trial4","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1027","false","7","0","DPAdamW","0.0001","false","0.5617404513888888","6.437034549840683","69","47","2.2847750186920166","3359","48","0.5486111111111112","2.0933879481421576","3000","0.6669504046440125"
"7.0_AdamW_wd0.001_lr0.001_c1.0_e5e-8_trial2","finished","-","","","2025-04-29T08:56:00.000Z","1309","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.001_lr0.001_c1.0_e5e-8_trial2","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1025","false","7","0","DPAdamW","0.001","false","0.5611979166666666","6.437034549840683","69","47","2.147522449493408","3359","48","0.5483940972222222","2.096230069796244","3000","0.6672540307044983"
"7.0_AdamWBC_wd0.01_lr0.0001_c1.0_e5e-8_trial1","finished","-","","","2025-04-29T17:02:09.000Z","1306","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.01_lr0.0001_c1.0_e5e-8_trial1","cifar_7.0_trials","1","1","0","0.0001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1024","false","7","0","DPAdamW","0.01","false","0.5483940972222222","6.437034549840683","69","47","1.5733740329742432","3359","48","0.5483940972222222","1.5735156536102295","3000","0.6665104627609253"
"7.0_AdamW_wd0.01_lr0.001_c1.0_e5e-8_trial4","finished","-","","","2025-04-29T12:54:10.000Z","879","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.01_lr0.001_c1.0_e5e-8_trial4","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1027","false","7","0","DPAdamW","0.01","false","0.5582682291666666","6.437034549840683","69","47","2.2936880588531494","3359","48","0.5482855902777778","2.0926742288801403","3000","0.6667356491088867"
"7.0_AdamWBC_wd0.01_lr0.001_c1.0_e5e-8_trial5","finished","-","","","2025-04-29T15:14:04.000Z","885","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.01_lr0.001_c1.0_e5e-8_trial5","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1028","false","7","0","DPAdamW","0.01","false","0.5674913194444444","6.437034549840683","69","47","2.0926437377929688","3359","48","0.5480685763888888","2.059445169236925","3000","0.666034996509552"
"7.0_AdamWBC_wd0.001_lr0.001_c1.0_e5e-8_trial1","finished","-","","","2025-04-29T04:48:53.000Z","1291","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.001_lr0.001_c1.0_e5e-8_trial1","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1024","false","7","0","DPAdamW","0.001","false","0.5570746527777778","6.437034549840683","69","47","2.265439987182617","3359","48","0.5478515625","2.156642966800266","3000","0.6664168238639832"
"7.0_AdamW_wd0.01_lr0.001_c1.0_e5e-8_trial3","finished","-","","","2025-04-29T10:18:10.000Z","881","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.01_lr0.001_c1.0_e5e-8_trial3","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1026","false","7","0","DPAdamW","0.01","false","0.5691189236111112","6.437034549840683","69","47","2.213930368423462","3359","48","0.5470920138888888","2.069091704156664","3000","0.6651780605316162"
"7.0_AdamW_wd0.0001_lr0.0001_c1.0_e5e-8_trial1","finished","-","","","2025-04-29T17:26:35.000Z","1368","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.0001_lr0.0001_c1.0_e5e-8_trial1","cifar_7.0_trials","1","1","0","0.0001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1024","false","7","0","DPAdamW","0.0001","false","0.5470920138888888","6.437034549840683","69","47","1.633842706680298","3359","48","0.5470920138888888","1.5684649679395888","3000","0.6667361855506897"
"7.0_AdamW_wd0.001_lr0.001_c1.0_e5e-8_trial1","finished","-","","","2025-04-29T05:11:18.000Z","1294","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.001_lr0.001_c1.0_e5e-8_trial1","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1024","false","7","0","DPAdamW","0.001","false","0.5516493055555556","6.437034549840683","69","47","2.3389923572540283","3359","48","0.546875","2.075950132475959","3000","0.6676114797592163"
"7.0_AdamWBC_wd0.01_lr0.001_c1.0_e5e-8_trial3","finished","-","","","2025-04-29T10:02:29.000Z","886","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.01_lr0.001_c1.0_e5e-8_trial3","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1026","false","7","0","DPAdamW","0.01","false","0.5597873263888888","6.437034549840683","69","47","2.151965618133545","3359","48","0.5454644097222222","2.0450006590949164","3000","0.6656451225280762"
"7.0_AdamW_wd0.01_lr0.0001_c1.0_e5e-8_trial1","finished","-","","","2025-04-29T17:24:58.000Z","1283","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.01_lr0.0001_c1.0_e5e-8_trial1","cifar_7.0_trials","1","1","0","0.0001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1024","false","7","0","DPAdamW","0.01","false","0.5452473958333334","6.437034549840683","69","47","1.5338833332061768","3359","48","0.5452473958333334","1.5669533809026082","3000","0.6667011380195618"
"7.0_AdamW_wd0.0001_lr0.001_c1.0_e5e-8_trial2","finished","-","","","2025-04-29T08:55:36.000Z","1291","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.0001_lr0.001_c1.0_e5e-8_trial2","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1025","false","7","0","DPAdamW","0.0001","false","0.5601128472222222","6.437034549840683","69","47","2.210435628890991","3359","48","0.544921875","2.1111344496409097","3000","0.6676431894302368"
"7.0_AdamWBC_wd0.01_lr0.001_c1.0_e5e-8_trial1","finished","-","","","2025-04-29T04:50:43.000Z","885","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.01_lr0.001_c1.0_e5e-8_trial1","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1024","false","7","0","DPAdamW","0.01","false","0.5558810763888888","6.437034549840683","69","47","2.2496984004974365","3359","48","0.5442708333333334","2.0828206141789756","3000","0.6679292321205139"
"7.0_AdamWBC_wd0.0001_lr0.001_c1.0_e5e-8_trial1","finished","-","","","2025-04-29T04:49:05.000Z","1283","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.0001_lr0.001_c1.0_e5e-8_trial1","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1024","false","7","0","DPAdamW","0.0001","false","0.5544704861111112","6.437034549840683","69","47","2.40933895111084","3359","48","0.5438368055555556","2.132708575990465","3000","0.666451096534729"
"7.0_AdamW_wd0.001_lr0.0001_c1.0_e5e-8_trial1","finished","-","","","2025-04-29T17:24:58.000Z","1289","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.001_lr0.0001_c1.0_e5e-8_trial1","cifar_7.0_trials","1","1","0","0.0001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1024","false","7","0","DPAdamW","0.001","false","0.5435112847222222","6.437034549840683","69","47","1.573854923248291","3359","48","0.5435112847222222","1.5764501359727647","3000","0.6664109230041504"
"7.0_AdamWBC_wd0.0001_lr0.0001_c1.0_e5e-8_trial1","finished","-","","","2025-04-29T17:02:09.000Z","1397","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.0001_lr0.0001_c1.0_e5e-8_trial1","cifar_7.0_trials","1","1","0","0.0001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1024","false","7","0","DPAdamW","0.0001","false","0.5425347222222222","6.437034549840683","69","47","1.556527853012085","3359","48","0.5425347222222222","1.5972639984554715","3000","0.6667857766151428"
"7.0_AdamWBC_wd0.001_lr0.0001_c1.0_e5e-8_trial1","finished","-","","","2025-04-29T17:02:09.000Z","1301","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.001_lr0.0001_c1.0_e5e-8_trial1","cifar_7.0_trials","1","1","0","0.0001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1024","false","7","0","DPAdamW","0.001","false","0.5423177083333334","6.437034549840683","69","47","1.584969401359558","3359","48","0.5423177083333334","1.580576525794135","3000","0.6674277186393738"
"7.0_AdamWBC_wd0.001_lr0.001_c1.0_e5e-8_trial3","finished","-","","","2025-04-29T12:18:22.000Z","1288","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.001_lr0.001_c1.0_e5e-8_trial3","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1026","false","7","0","DPAdamW","0.001","false","0.564453125","6.437034549840683","69","47","2.2163262367248535","3359","48","0.5409071180555556","2.0821676121817694","3000","0.6654127836227417"
"7.0_AdamW_wd0.01_lr0.001_c1.0_e5e-8_trial1","finished","-","","","2025-04-29T05:06:35.000Z","878","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.01_lr0.001_c1.0_e5e-8_trial1","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1024","false","7","0","DPAdamW","0.01","false","0.5568576388888888","6.437034549840683","69","47","2.059669017791748","3359","48","0.5400390625","2.1678423351711698","3000","0.6667215824127197"
"7.0_AdamWBC_wd0.001_lr0.001_c1.0_e5e-8_trial4","finished","-","","","2025-04-29T16:03:48.000Z","1297","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.001_lr0.001_c1.0_e5e-8_trial4","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1027","false","7","0","DPAdamW","0.001","false","0.5658637152777778","6.437034549840683","69","47","2.3103983402252197","3359","48","0.5398220486111112","2.1875007152557373","3000","0.6672117114067078"
"7.0_AdamWBC_wd0.0001_lr0.001_c1.0_e5e-8_trial3","finished","-","","","2025-04-29T12:19:22.000Z","1279","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.0001_lr0.001_c1.0_e5e-8_trial3","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1026","false","7","0","DPAdamW","0.0001","false","0.5653211805555556","6.437034549840683","69","47","2.113142728805542","3359","48","0.5391710069444444","2.1291671991348267","3000","0.6658855676651001"
"7.0_AdamWBC_wd0.01_lr0.001_c1.0_e5e-8_trial4","finished","-","","","2025-04-29T12:38:42.000Z","873","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.01_lr0.001_c1.0_e5e-8_trial4","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1027","false","7","0","DPAdamW","0.01","false","0.5593532986111112","6.437034549840683","69","47","2.060844898223877","3359","48","0.5370008680555556","2.155206415388319","3000","0.667280912399292"
"7.0_AdamWBC_wd0.01_lr0.0001_c1.0_e5e-8_trial2","finished","-","","","2025-04-29T20:45:24.000Z","1276","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.01_lr0.0001_c1.0_e5e-8_trial2","cifar_7.0_trials","1","1","0","0.0001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1025","false","7","0","DPAdamW","0.01","false","0.5364583333333334","6.437034549840683","69","47","1.6497502326965332","3359","48","0.5364583333333334","1.580791221724616","3000","0.6668527722358704"
"7.0_AdamWBC_wd0.0001_lr0.001_c1.0_e5e-8_trial4","finished","-","","","2025-04-29T16:02:55.000Z","1296","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.0001_lr0.001_c1.0_e5e-8_trial4","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1027","false","7","0","DPAdamW","0.0001","false","0.5574001736111112","6.437034549840683","69","47","2.169398307800293","3359","48","0.5364583333333334","2.189390844768948","3000","0.6665266752243042"
"7.0_AdamWBC_wd0.0001_lr0.001_c1.0_e5e-8_trial2","finished","-","","","2025-04-29T08:33:08.000Z","1294","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.0001_lr0.001_c1.0_e5e-8_trial2","cifar_7.0_trials","1","1","0","0.001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1025","false","7","0","DPAdamW","0.0001","false","0.5613064236111112","6.437034549840683","69","47","2.256103515625","3359","48","0.5359157986111112","2.2156603866153293","3000","0.66712886095047"
"7.0_AdamW_wd0.01_lr0.0001_c1.0_e5e-8_trial2","finished","-","","","2025-04-29T21:07:37.000Z","1269","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.01_lr0.0001_c1.0_e5e-8_trial2","cifar_7.0_trials","1","1","0","0.0001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1025","false","7","0","DPAdamW","0.01","false","0.5353732638888888","6.437034549840683","69","47","1.57508647441864","3359","48","0.5353732638888888","1.5964608987172444","3000","0.6670666337013245"
"7.0_AdamW_wd0.0001_lr0.0001_c1.0_e5e-8_trial2","finished","-","","","2025-04-29T21:24:32.000Z","1361","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.0001_lr0.0001_c1.0_e5e-8_trial2","cifar_7.0_trials","1","1","0","0.0001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1025","false","7","0","DPAdamW","0.0001","false","0.5343967013888888","6.437034549840683","69","47","1.6523034572601318","3359","48","0.5343967013888888","1.5987909105088975","3000","0.6672957539558411"
"7.0_AdamWBC_wd0.0001_lr0.0001_c1.0_e5e-8_trial2","finished","-","","","2025-04-29T21:00:43.000Z","1357","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamWBC_wd0.0001_lr0.0001_c1.0_e5e-8_trial2","cifar_7.0_trials","1","1","0","0.0001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1025","false","7","0","DPAdamW","0.0001","false","0.5327690972222222","6.437034549840683","69","47","1.688299536705017","3359","48","0.5327690972222222","1.5837692022323608","3000","0.6675346493721008"
"7.0_AdamW_wd0.001_lr0.0001_c1.0_e5e-8_trial2","finished","-","","","2025-04-29T21:07:37.000Z","1298","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","1000","cs2080","jax_final_sweep","7.0_AdamW_wd0.001_lr0.0001_c1.0_e5e-8_trial2","cifar_7.0_trials","1","1","0","0.0001","1","2","0.2","none","10","sgd","$HOME/tmp","prv","true","16","4","1025","false","7","0","DPAdamW","0.001","false","0.5325520833333334","6.437034549840683","69","47","1.5889257192611694","3359","48","0.5325520833333334","1.6035412814882066","3000","0.6669521927833557"
