"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation","adam_corr","adam_corr_after_epoch","augmult_num","batch_size","beta_1","beta_2","classifier_model","clipping_only","cosine_lr","data_dir","dataset","debug","delta","dict_path","disable_jit","dp_l2_norm_clip","dp_noise_multiplier","dp_sampling","elu_alpha","ema","epochs","eps","eps_root","eval_every","exp_entity","exp_group","exp_name","exp_proj","gamma_decay","imp_max","imp_min","learning_rate","lr_decay","n_data_workers","negative_slope","normalization","num_classes","optimizer","out_path","priv_accountant","progress_bar","resnet_depth","resnet_width","seed","sgd_momentum","target_eps","tmp_bias","trainer","weight_decay","weight_standardization","best_test_accuracy","dp_epsilon","epoch","epoch_step","loss","perc_corr1","perc_corr2","step","steps_per_epoch","test_accuracy","test_loss","test_step","update_norm"
"1.0_AdamWBC_wd1e-05_lr0.00013_c1.0_e5e-08_trial1","finished","-","","","2025-04-30T06:38:54.000Z","1432","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamWBC_wd1e-05_lr0.00013_c1.0_e5e-08_trial1","cifar_1.0_trials_2","1","1","0","0.00013","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1024","false","1","0","DPAdamW","0.00001","false","0.5107421875","0.9770437718268348","69","47","1.6933135986328125","0.4667651653289795","1","3359","48","0.5080295138888888","1.6162788338131375","3359","2.911407470703125"
"1.0_AdamW_wd0.01_lr0.0025_c1.0_e5e-08_trial3","finished","-","","","2025-04-30T12:11:35.000Z","621","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.01_lr0.0025_c1.0_e5e-08_trial3","cifar_1.0_trials_2","1","1","0","0.0025","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1026","false","1","0","DPAdamW","0.01","false","0.5122612847222222","0.9770437718268348","69","47","1.7146289348602295","","","3359","48","0.5078125","1.6775758928722806","3359","2.9054362773895264"
"1.0_AdamWBC_wd0.01_lr0.0001_c1.0_e5e-08_trial4","finished","-","","","2025-04-30T15:31:48.000Z","944","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamWBC_wd0.01_lr0.0001_c1.0_e5e-08_trial4","cifar_1.0_trials_2","1","1","0","0.0001","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1027","false","1","0","DPAdamW","0.01","false","0.5075954861111112","0.9770437718268348","69","47","1.688518524169922","0.4663252830505371","1","3359","48","0.5075954861111112","1.6181447903315227","3359","2.91123104095459"
"1.0_AdamW_wd1e-05_lr0.0025_c1.0_e5e-08_trial5","finished","-","","","2025-04-30T16:41:20.000Z","629","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd1e-05_lr0.0025_c1.0_e5e-08_trial5","cifar_1.0_trials_2","1","1","0","0.0025","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1028","false","1","0","DPAdamW","0.00001","false","0.5074869791666666","0.9770437718268348","69","47","1.7694047689437866","","","3359","48","0.5074869791666666","1.7570041285620794","3359","2.906773567199707"
"1.0_AdamW_wd0.0001_lr0.001_c1.0_e5e-08_trial3","finished","-","","","2025-04-30T13:22:29.000Z","978","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.0001_lr0.001_c1.0_e5e-08_trial3","cifar_1.0_trials_2","1","1","0","0.001","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1026","false","1","0","DPAdamW","0.0001","false","0.5074869791666666","0.9770437718268348","69","47","1.5336015224456787","","","3359","48","0.5074869791666666","1.514134128888448","3359","2.905302047729492"
"1.0_AdamW_wd0.001_lr0.0025_c1.0_e5e-08_trial2","finished","-","","","2025-04-30T09:54:44.000Z","628","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.001_lr0.0025_c1.0_e5e-08_trial2","cifar_1.0_trials_2","1","1","0","0.0025","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1025","false","1","0","DPAdamW","0.001","false","0.5074869791666666","0.9770437718268348","69","47","1.743242263793945","","","3359","48","0.5074869791666666","1.7806435690985785","3359","2.9135489463806152"
"1.0_AdamWBC_wd0.01_lr0.00013_c1.0_e5e-08_trial1","finished","-","","","2025-04-30T06:11:28.000Z","953","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamWBC_wd0.01_lr0.00013_c1.0_e5e-08_trial1","cifar_1.0_trials_2","1","1","0","0.00013","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1024","false","1","0","DPAdamW","0.01","false","0.5098741319444444","0.9770437718268348","69","47","1.522984504699707","0.4666582345962525","1","3359","48","0.5074869791666666","1.6148478587468464","3359","2.911203622817993"
"1.0_AdamW_wd0.01_lr0.001_c1.0_e1e-08_trial3","finished","-","","","2025-04-30T15:25:23.000Z","908","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","1e-8","1e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.01_lr0.001_c1.0_e1e-08_trial3","cifar_1.0_trials_2","1","1","0","0.001","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1026","false","1","0","DPAdamW","0.01","false","0.5073784722222222","0.9770437718268348","69","47","1.6801481246948242","","","3359","48","0.5073784722222222","1.5245460404290094","3359","2.905434846878052"
"1.0_AdamWBC_wd0.0001_lr7e-05_c1.0_e5e-08_trial1","finished","-","","","2025-04-30T05:07:46.000Z","987","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamWBC_wd0.0001_lr7e-05_c1.0_e5e-08_trial1","cifar_1.0_trials_2","1","1","0","0.00007","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1024","false","1","0","DPAdamW","0.0001","false","0.5072699652777778","0.9770437718268348","69","47","1.609304428100586","0.4667068421840668","1","3359","48","0.5072699652777778","1.5319183137681749","3359","2.911288022994995"
"1.0_AdamWBC_wd0.0001_lr0.00013_c1.0_e5e-08_trial2","finished","-","","","2025-04-30T11:28:46.000Z","1402","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamWBC_wd0.0001_lr0.00013_c1.0_e5e-08_trial2","cifar_1.0_trials_2","1","1","0","0.00013","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1025","false","1","0","DPAdamW","0.0001","false","0.5071614583333334","0.9770437718268348","69","47","1.7654495239257812","0.4668599665164947","1","3359","48","0.5071614583333334","1.6273284488254125","3359","2.913641929626465"
"1.0_AdamW_wd0.0001_lr0.001_c1.0_e5e-08_trial4","finished","-","","","2025-04-30T16:37:28.000Z","925","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.0001_lr0.001_c1.0_e5e-08_trial4","cifar_1.0_trials_2","1","1","0","0.001","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1027","false","1","0","DPAdamW","0.0001","false","0.5071614583333334","0.9770437718268348","69","47","1.63277268409729","","","3359","48","0.5071614583333334","1.5741024149788752","3359","2.9111480712890625"
"1.0_AdamW_wd0.001_lr0.001_c1.0_e1e-08_trial2","finished","-","","","2025-04-30T11:50:27.000Z","914","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","1e-8","1e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.001_lr0.001_c1.0_e1e-08_trial2","cifar_1.0_trials_2","1","1","0","0.001","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1025","false","1","0","DPAdamW","0.001","false","0.5070529513888888","0.9770437718268348","69","47","1.509464979171753","","","3359","48","0.5070529513888888","1.5626981920666163","3359","2.913501977920532"
"1.0_AdamW_wd0.0001_lr0.0025_c1.0_e5e-08_trial2","finished","-","","","2025-04-30T09:52:49.000Z","620","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.0001_lr0.0025_c1.0_e5e-08_trial2","cifar_1.0_trials_2","1","1","0","0.0025","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1025","false","1","0","DPAdamW","0.0001","false","0.5069444444444444","0.9770437718268348","69","47","1.874342679977417","","","3359","48","0.5069444444444444","1.7729647159576416","3359","2.913665294647217"
"1.0_AdamW_wd0.01_lr0.001_c1.0_e1e-08_trial2","finished","-","","","2025-04-30T12:11:56.000Z","931","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","1e-8","1e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.01_lr0.001_c1.0_e1e-08_trial2","cifar_1.0_trials_2","1","1","0","0.001","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1025","false","1","0","DPAdamW","0.01","false","0.5068359375","0.9770437718268348","69","47","1.6973116397857666","","","3359","48","0.5068359375","1.5591594510608249","3359","2.913754940032959"
"1.0_AdamWBC_wd0.01_lr0.00013_c1.0_e5e-08_trial4","finished","-","","","2025-04-30T16:04:24.000Z","948","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamWBC_wd0.01_lr0.00013_c1.0_e5e-08_trial4","cifar_1.0_trials_2","1","1","0","0.00013","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1027","false","1","0","DPAdamW","0.01","false","0.5067274305555556","0.9770437718268348","69","47","1.6978331804275513","0.46635687351226807","1","3359","48","0.5067274305555556","1.6643307076560123","3359","2.9112884998321533"
"1.0_AdamWBC_wd0.01_lr0.00013_c1.0_e5e-08_trial3","finished","-","","","2025-04-30T12:47:47.000Z","953","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamWBC_wd0.01_lr0.00013_c1.0_e5e-08_trial3","cifar_1.0_trials_2","1","1","0","0.00013","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1026","false","1","0","DPAdamW","0.01","false","0.509765625","0.9770437718268348","69","47","1.737407088279724","0.4656909704208374","1","3359","48","0.5064019097222222","1.6406235959794786","3359","2.9052858352661133"
"1.0_AdamW_wd1e-05_lr0.0025_c1.0_e5e-08_trial3","finished","-","","","2025-04-30T12:09:43.000Z","624","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd1e-05_lr0.0025_c1.0_e5e-08_trial3","cifar_1.0_trials_2","1","1","0","0.0025","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1026","false","1","0","DPAdamW","0.00001","false","0.5074869791666666","0.9770437718268348","69","47","1.8740675449371336","","","3359","48","0.5062934027777778","1.7075105243259006","3359","2.9053878784179688"
"1.0_AdamW_wd0.0001_lr0.0025_c1.0_e5e-08_trial5","finished","-","","","2025-04-30T16:38:30.000Z","632","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.0001_lr0.0025_c1.0_e5e-08_trial5","cifar_1.0_trials_2","1","1","0","0.0025","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1028","false","1","0","DPAdamW","0.0001","false","0.5060763888888888","0.9770437718268348","69","47","1.767057180404663","","","3359","48","0.5060763888888888","1.761085867881775","3359","2.906733751296997"
"1.0_AdamW_wd0.01_lr0.001_c1.0_e5e-08_trial4","finished","-","","","2025-04-30T17:02:15.000Z","918","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.01_lr0.001_c1.0_e5e-08_trial4","cifar_1.0_trials_2","1","1","0","0.001","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1027","false","1","0","DPAdamW","0.01","false","0.5060763888888888","0.9770437718268348","69","47","1.5972431898117063","","","3359","48","0.5060763888888888","1.5607221788830228","3359","2.911129951477051"
"1.0_AdamW_wd0.0001_lr0.001_c1.0_e5e-08_trial2","finished","-","","","2025-04-30T10:08:53.000Z","913","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.0001_lr0.001_c1.0_e5e-08_trial2","cifar_1.0_trials_2","1","1","0","0.001","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1025","false","1","0","DPAdamW","0.0001","false","0.5056423611111112","0.9770437718268348","69","47","1.566035509109497","","","3359","48","0.5056423611111112","1.5731639464696248","3359","2.913591146469116"
"1.0_AdamW_wd0.01_lr0.001_c1.0_e1e-08_trial4","finished","-","","","2025-04-30T18:39:06.000Z","910","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","1e-8","1e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.01_lr0.001_c1.0_e1e-08_trial4","cifar_1.0_trials_2","1","1","0","0.001","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1027","false","1","0","DPAdamW","0.01","false","0.5054253472222222","0.9770437718268348","69","47","1.5822229385375977","","","3359","48","0.5054253472222222","1.5633262528313532","3359","2.911105155944824"
"1.0_AdamW_wd0.001_lr0.001_c1.0_e1e-08_trial3","finished","-","","","2025-04-30T15:03:15.000Z","908","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","1e-8","1e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.001_lr0.001_c1.0_e1e-08_trial3","cifar_1.0_trials_2","1","1","0","0.001","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1026","false","1","0","DPAdamW","0.001","false","0.5054253472222222","0.9770437718268348","69","47","1.5385875701904297","","","3359","48","0.5054253472222222","1.5282844305038452","3359","2.9052488803863525"
"1.0_AdamW_wd0.0001_lr0.0025_c1.0_e1e-08_trial3","finished","-","","","2025-04-30T13:15:20.000Z","626","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","1e-8","1e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.0001_lr0.0025_c1.0_e1e-08_trial3","cifar_1.0_trials_2","1","1","0","0.0025","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1026","false","1","0","DPAdamW","0.0001","false","0.505859375","0.9770437718268348","69","47","1.7499526739120483","","","3359","48","0.5054253472222222","1.7098069588343303","3359","2.905397415161133"
"1.0_AdamW_wd0.001_lr0.0025_c1.0_e1e-08_trial3","finished","-","","","2025-04-30T13:18:49.000Z","623","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","1e-8","1e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.001_lr0.0025_c1.0_e1e-08_trial3","cifar_1.0_trials_2","1","1","0","0.0025","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1026","false","1","0","DPAdamW","0.001","false","0.5053168402777778","0.9770437718268348","69","47","1.829315185546875","","","3359","48","0.5053168402777778","1.703938603401184","3359","2.9053690433502197"
"1.0_AdamWBC_wd0.001_lr0.0001_c1.0_e5e-08_trial4","finished","-","","","2025-04-30T15:44:46.000Z","954","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamWBC_wd0.001_lr0.0001_c1.0_e5e-08_trial4","cifar_1.0_trials_2","1","1","0","0.0001","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1027","false","1","0","DPAdamW","0.001","false","0.5052083333333334","0.9770437718268348","69","47","1.6006886959075928","0.4661332964897156","1","3359","48","0.5052083333333334","1.6190731922785442","3359","2.9112954139709473"
"1.0_AdamWBC_wd0.001_lr7e-05_c1.0_e5e-08_trial3","finished","-","","","2025-04-30T11:53:05.000Z","969","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamWBC_wd0.001_lr7e-05_c1.0_e5e-08_trial3","cifar_1.0_trials_2","1","1","0","0.00007","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1026","false","1","0","DPAdamW","0.001","false","0.5048828125","0.9770437718268348","69","47","1.619829177856445","0.46566179394721985","1","3359","48","0.5048828125","1.5508355167176988","3359","2.9052388668060303"
"1.0_AdamW_wd0.0001_lr0.001_c1.0_e1e-08_trial4","finished","-","","","2025-04-30T18:14:38.000Z","913","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","1e-8","1e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.0001_lr0.001_c1.0_e1e-08_trial4","cifar_1.0_trials_2","1","1","0","0.001","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1027","false","1","0","DPAdamW","0.0001","false","0.5045572916666666","0.9770437718268348","69","47","1.5816667079925537","","","3359","48","0.5045572916666666","1.5801699956258135","3359","2.9112818241119385"
"1.0_AdamWBC_wd0.0001_lr7e-05_c1.0_e5e-08_trial3","finished","-","","","2025-04-30T14:37:02.000Z","1213","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamWBC_wd0.0001_lr7e-05_c1.0_e5e-08_trial3","cifar_1.0_trials_2","1","1","0","0.00007","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1026","false","1","0","DPAdamW","0.0001","false","0.5044487847222222","0.9770437718268348","69","47","1.5555095672607422","0.4655378460884094","1","3359","48","0.5044487847222222","1.5435576571358576","3359","2.9053778648376465"
"1.0_AdamW_wd1e-05_lr0.001_c1.0_e1e-08_trial4","finished","-","","","2025-04-30T18:12:42.000Z","911","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","1e-8","1e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd1e-05_lr0.001_c1.0_e1e-08_trial4","cifar_1.0_trials_2","1","1","0","0.001","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1027","false","1","0","DPAdamW","0.00001","false","0.5043402777777778","0.9770437718268348","69","47","1.7041528224945068","","","3359","48","0.5043402777777778","1.5771868493821886","3359","2.9112348556518555"
"1.0_AdamW_wd1e-05_lr0.0025_c1.0_e1e-08_trial2","finished","-","","","2025-04-30T11:02:05.000Z","622","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","1e-8","1e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd1e-05_lr0.0025_c1.0_e1e-08_trial2","cifar_1.0_trials_2","1","1","0","0.0025","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1025","false","1","0","DPAdamW","0.00001","false","0.5043402777777778","0.9770437718268348","69","47","1.9867603778839111","","","3359","48","0.5043402777777778","1.8002312580744426","3359","2.9136292934417725"
"1.0_AdamWBC_wd0.001_lr7e-05_c1.0_e5e-08_trial5","finished","-","","","2025-04-30T18:29:35.000Z","956","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamWBC_wd0.001_lr7e-05_c1.0_e5e-08_trial5","cifar_1.0_trials_2","1","1","0","0.00007","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1028","false","1","0","DPAdamW","0.001","false","0.5043402777777778","0.9770437718268348","69","47","1.6658360958099363","0.4677640497684479","1","3359","48","0.5043402777777778","1.5394802225960629","3359","2.90665602684021"
"1.0_AdamW_wd1e-05_lr0.001_c1.0_e5e-08_trial3","finished","-","","","2025-04-30T13:22:30.000Z","912","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd1e-05_lr0.001_c1.0_e5e-08_trial3","cifar_1.0_trials_2","1","1","0","0.001","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1026","false","1","0","DPAdamW","0.00001","false","0.5042317708333334","0.9770437718268348","69","47","1.556504487991333","","","3359","48","0.5042317708333334","1.5321437782711451","3359","2.90537691116333"
"1.0_AdamW_wd1e-05_lr0.001_c1.0_e5e-08_trial2","finished","-","","","2025-04-30T10:09:06.000Z","908","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd1e-05_lr0.001_c1.0_e5e-08_trial2","cifar_1.0_trials_2","1","1","0","0.001","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1025","false","1","0","DPAdamW","0.00001","false","0.5042317708333334","0.9770437718268348","69","47","1.5570021867752075","","","3359","48","0.5042317708333334","1.5661421881781683","3359","2.913492441177368"
"1.0_AdamW_wd0.001_lr0.001_c1.0_e1e-08_trial4","finished","-","","","2025-04-30T18:14:38.000Z","912","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","1e-8","1e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.001_lr0.001_c1.0_e1e-08_trial4","cifar_1.0_trials_2","1","1","0","0.001","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1027","false","1","0","DPAdamW","0.001","false","0.5040147569444444","0.9770437718268348","69","47","1.6647601127624512","","","3359","48","0.5040147569444444","1.5727604892518785","3359","2.9112558364868164"
"1.0_AdamW_wd0.01_lr0.0025_c1.0_e5e-08_trial1","finished","-","","","2025-04-30T07:39:39.000Z","634","","tanh","false","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamW_wd0.01_lr0.0025_c1.0_e5e-08_trial1","cifar_1.0_trials_2","1","1","0","0.0025","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1024","false","1","0","DPAdamW","0.01","false","0.5142144097222222","0.9770437718268348","69","47","1.7553627490997314","","","3359","48","0.5040147569444444","1.7553995317882962","3359","2.9112298488616943"
"1.0_AdamWBC_wd0.001_lr0.00013_c1.0_e5e-08_trial4","finished","-","","","2025-04-30T16:17:44.000Z","951","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamWBC_wd0.001_lr0.00013_c1.0_e5e-08_trial4","cifar_1.0_trials_2","1","1","0","0.00013","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1027","false","1","0","DPAdamW","0.001","false","0.50390625","0.9770437718268348","69","47","1.6096441745758057","0.4662645161151886","1","3359","48","0.50390625","1.6915970245997112","3359","2.9111504554748535"
"1.0_AdamWBC_wd0.001_lr7e-05_c1.0_e5e-08_trial2","finished","-","","","2025-04-30T08:34:37.000Z","954","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamWBC_wd0.001_lr7e-05_c1.0_e5e-08_trial2","cifar_1.0_trials_2","1","1","0","0.00007","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1025","false","1","0","DPAdamW","0.001","false","0.50390625","0.9770437718268348","69","47","1.596899151802063","0.46678218245506287","1","3359","48","0.50390625","1.549828741285536","3359","2.913475275039673"
"1.0_AdamWBC_wd0.01_lr7e-05_c1.0_e5e-08_trial3","finished","-","","","2025-04-30T11:41:30.000Z","953","","tanh","true","-1","0","1024","0.9","0.999","CNN5","false","false","/tmp/data","CIFAR10","false","0.00001","/tmp","false","1","1","false","1","false","70","5e-8","5e-8","500","cs2080","jax_final_sweep","1.0_AdamWBC_wd0.01_lr7e-05_c1.0_e5e-08_trial3","cifar_1.0_trials_2","1","1","0","0.00007","1","2","0.2","none","10","adam","$HOME/tmp","prv","true","16","4","1026","false","1","0","DPAdamW","0.01","false","0.5037977430555556","0.9770437718268348","69","47","1.569055199623108","0.46564966440200806","1","3359","48","0.5037977430555556","1.557467699050903","3359","2.9055237770080566"
